system:index,analysts,anlys_id,anlys_time,area,chief_affl,db_area,geog_area,glac_id,glac_name,glac_stat,glob_unc_x,glob_unc_y,length,line_type,loc_unc_x,loc_unc_y,local_id,max_elev,mean_elev,min_elev,primeclass,proc_desc,rc_id,rec_status,release_dt,src_date,subm_id,submitters,wgms_id,width,.geo
0011000000000000415b,"Fountain, Andrew G.",358319,2006-01-01T00:00:00,0.01,Portland State University,0.013915,Conterminous USA,G238351E45363N,OR,exists,10,10,0.0,glac_bound,5,5,None,192,0,187,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.64682809581939,45.36326458630707]}"
0011000000000000416d,"Fountain, Andrew G.",358194,2006-01-01T00:00:00,0.01,Portland State University,0.011912,Conterminous USA,G238301E45338N,OR,exists,10,10,0.0,glac_bound,5,5,None,186,0,179,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.69852590456564,45.33795327400635]}"
0011000000000000419d,"Fountain, Andrew G.",358209,2006-01-01T00:00:00,0.01,Portland State University,0.014176,Conterminous USA,G238306E45407N,OR,exists,10,10,0.0,glac_bound,5,5,None,177,0,168,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.69375227151885,45.407208075671356]}"
001100000000000041aa,"Fountain, Andrew G.",358112,2006-01-01T00:00:00,0.01,Portland State University,0.015573,Conterminous USA,G238269E45392N,OR,exists,10,10,0.0,glac_bound,5,5,None,181,0,166,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.73084496821248,45.3921663988981]}"
001100000000000041d9,"Fountain, Andrew G.",358183,2006-01-01T00:00:00,0.01,Portland State University,0.013094,Conterminous USA,G238299E45401N,OR,exists,10,10,0.0,glac_bound,5,5,None,203,0,196,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.70070536671669,45.401145416404695]}"
001100000000000038fc,"Fountain, Andrew G.",357983,2006-01-01T00:00:00,0.01,Portland State University,0.010393,Conterminous USA,G238225E44087N,OR,exists,10,10,0.0,glac_bound,5,5,None,246,0,238,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77515422223343,44.0869301946501]}"
0011000000000000391b,"Fountain, Andrew G.",358004,2006-01-01T00:00:00,0.01,Portland State University,0.016258,Conterminous USA,G238231E44146N,OR,exists,10,10,0.0,glac_bound,5,5,None,245,0,233,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76817128552267,44.14632249149514]}"
00110000000000003921,"Fountain, Andrew G.",357926,2006-01-01T00:00:00,0.01,Portland State University,0.009827,Conterminous USA,G238207E44171N,OR,exists,10,10,0.0,glac_bound,5,5,None,236,0,232,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.79298681288938,44.17079172186968]}"
00110000000000003941,"Fountain, Andrew G.",357928,2006-01-01T00:00:00,0.01,Portland State University,0.012501,Conterminous USA,G238208E44166N,OR,exists,10,10,0.0,glac_bound,5,5,None,248,0,245,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.79226580020975,44.16603023537358]}"
00110000000000003945,"Fountain, Andrew G.",357916,2006-01-01T00:00:00,0.01,Portland State University,0.014442,Conterminous USA,G238205E44169N,OR,exists,10,10,0.0,glac_bound,5,5,None,237,0,232,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.79528707548319,44.16907770196309]}"
0011000000000000394f,"Fountain, Andrew G.",357915,2006-01-01T00:00:00,0.01,Portland State University,0.010857,Conterminous USA,G238205E44107N,OR,exists,10,10,0.0,glac_bound,5,5,None,231,0,225,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.79509347558118,44.10684101429027]}"
00110000000000003968,"Fountain, Andrew G.",358092,2006-01-01T00:00:00,0.01,Portland State University,0.017247,Conterminous USA,G238255E44121N,OR,exists,10,10,0.0,glac_bound,5,5,None,227,0,224,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.74570262972745,44.12112349246176]}"
00110000000000003989,"Fountain, Andrew G.",358028,2006-01-01T00:00:00,0.01,Portland State University,0.011169,Conterminous USA,G238237E44156N,OR,exists,10,10,0.0,glac_bound,5,5,None,240,0,234,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76290330729987,44.15633586071649]}"
00110000000000003a32,"Fountain, Andrew G.",357963,2006-01-01T00:00:00,0.01,Portland State University,0.014847,Conterminous USA,G238218E44091N,OR,exists,10,10,0.0,glac_bound,5,5,None,258,0,245,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78098270937643,44.090652586516434]}"
00110000000000003aca,"Fountain, Andrew G.",358070,2006-01-01T00:00:00,0.01,Portland State University,0.011271,Conterminous USA,G238249E44096N,OR,exists,10,10,0.0,glac_bound,5,5,None,252,0,239,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.7508127711057,44.0961821239866]}"
00110000000000003ad1,"Fountain, Andrew G.",358033,2006-01-01T00:00:00,0.01,Portland State University,0.01557,Conterminous USA,G238239E44154N,OR,exists,10,10,0.0,glac_bound,5,5,None,231,0,229,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76134561941925,44.15389761278829]}"
00110000000000003add,"Fountain, Andrew G.",358073,2006-01-01T00:00:00,0.01,Portland State University,0.010562,Conterminous USA,G238249E45379N,OR,exists,10,10,0.0,glac_bound,5,5,None,174,0,167,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.75059744512332,45.37886338999185]}"
00110000000000003b44,"Fountain, Andrew G.",357951,2006-01-01T00:00:00,0.01,Portland State University,0.017984,Conterminous USA,G238213E44143N,OR,exists,10,10,0.0,glac_bound,5,5,None,276,0,268,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78709878248198,44.14347038671235]}"
00110000000000003b89,"Fountain, Andrew G.",358080,2006-01-01T00:00:00,0.01,Portland State University,0.01197,Conterminous USA,G238251E44100N,OR,exists,10,10,0.0,glac_bound,5,5,None,244,0,233,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.74847121414518,44.09966576343402]}"
00110000000000003bc0,"Fountain, Andrew G.",358067,2006-01-01T00:00:00,0.01,Portland State University,0.010796,Conterminous USA,G238247E44155N,OR,exists,10,10,0.0,glac_bound,5,5,None,217,0,214,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.75359611505296,44.15460032729031]}"
00110000000000003be1,"Fountain, Andrew G.",357968,2006-01-01T00:00:00,0.01,Portland State University,0.018673,Conterminous USA,G238219E44179N,OR,exists,10,10,0.0,glac_bound,5,5,None,238,0,227,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78138211481225,44.17892833980688]}"
00110000000000003c73,"Fountain, Andrew G.",357934,2006-01-01T00:00:00,0.01,Portland State University,0.01772,Conterminous USA,G238210E44101N,OR,exists,10,10,0.0,glac_bound,5,5,None,245,0,232,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78960444195748,44.10104395062598]}"
00110000000000003ce6,"Fountain, Andrew G.",358071,2006-01-01T00:00:00,0.01,Portland State University,0.010216,Conterminous USA,G238249E44097N,OR,exists,10,10,0.0,glac_bound,5,5,None,251,0,244,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.75112717215555,44.09736635577778]}"
00110000000000003d02,"Fountain, Andrew G.",357965,2006-01-01T00:00:00,0.01,Portland State University,0.014299,Conterminous USA,G238218E44188N,OR,exists,10,10,0.0,glac_bound,5,5,None,219,0,218,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78171867869297,44.18822521359018]}"
00110000000000003d19,"Fountain, Andrew G.",357997,2006-01-01T00:00:00,0.01,Portland State University,0.013143,Conterminous USA,G238230E44112N,OR,exists,10,10,0.0,glac_bound,5,5,None,262,0,253,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76987480138112,44.112365370370675]}"
00110000000000003d4e,"Fountain, Andrew G.",358009,2006-01-01T00:00:00,0.01,Portland State University,0.016733,Conterminous USA,G238232E44148N,OR,exists,10,10,0.0,glac_bound,5,5,None,241,0,233,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76707929666478,44.147622889946135]}"
00110000000000003d56,"Fountain, Andrew G.",357960,2006-01-01T00:00:00,0.01,Portland State University,0.011802,Conterminous USA,G238216E44191N,OR,exists,10,10,0.0,glac_bound,5,5,None,217,0,214,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78419213748239,44.191269362456495]}"
00110000000000003d90,"Fountain, Andrew G.",358064,2006-01-01T00:00:00,0.01,Portland State University,0.012641,Conterminous USA,G238245E44085N,OR,exists,10,10,0.0,glac_bound,5,5,None,239,0,233,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.75526272031236,44.08507108746202]}"
00110000000000003d99,"Fountain, Andrew G.",358025,2006-01-01T00:00:00,0.01,Portland State University,0.017849,Conterminous USA,G238236E44161N,OR,exists,10,10,0.0,glac_bound,5,5,None,251,0,238,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.7635344414116,44.16090100948069]}"
00110000000000003db1,"Fountain, Andrew G.",358226,2006-01-01T00:00:00,0.01,Portland State University,0.017063,Conterminous USA,G238317E44080N,OR,exists,10,10,0.0,glac_bound,5,5,None,244,0,240,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.6832982446055,44.08033323068033]}"
00110000000000003dfd,"Fountain, Andrew G.",358032,2006-01-01T00:00:00,0.01,Portland State University,0.011638,Conterminous USA,G238239E44149N,OR,exists,10,10,0.0,glac_bound,5,5,None,230,0,224,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76109045177544,44.14905784349545]}"
00110000000000003e29,"Fountain, Andrew G.",357955,2006-01-01T00:00:00,0.01,Portland State University,0.009906,Conterminous USA,G238214E44150N,OR,exists,10,10,0.0,glac_bound,5,5,None,293,0,287,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78585083256156,44.15031085836543]}"
00110000000000003e5d,"Fountain, Andrew G.",358061,2006-01-01T00:00:00,0.01,Portland State University,0.011225,Conterminous USA,G238244E44141N,OR,exists,10,10,0.0,glac_bound,5,5,None,218,0,214,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.7565248106295,44.14073747677659]}"
00110000000000003e6b,"Fountain, Andrew G.",357976,2006-01-01T00:00:00,0.01,Portland State University,0.011394,Conterminous USA,G238221E44144N,OR,exists,10,10,0.0,glac_bound,5,5,None,277,0,268,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77890988754686,44.14429217021221]}"
00110000000000003ed1,"Fountain, Andrew G.",357988,2006-01-01T00:00:00,0.01,Portland State University,0.010821,Conterminous USA,G238226E44183N,OR,exists,10,10,0.0,glac_bound,5,5,None,230,0,222,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77357730628938,44.182904164330225]}"
00110000000000003f29,"Fountain, Andrew G.",357943,2006-01-01T00:00:00,0.01,Portland State University,0.011928,Conterminous USA,G238211E44093N,OR,exists,10,10,0.0,glac_bound,5,5,None,248,0,243,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78869988912892,44.09345167565912]}"
00110000000000003f66,"Fountain, Andrew G.",358040,2006-01-01T00:00:00,0.01,Portland State University,0.012529,Conterminous USA,G238240E44186N,OR,exists,10,10,0.0,glac_bound,5,5,None,208,0,205,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76017742420235,44.18579592788025]}"
00110000000000003fd3,"Fountain, Andrew G.",357917,2006-01-01T00:00:00,0.01,Portland State University,0.010846,Conterminous USA,G238205E44171N,OR,exists,10,10,0.0,glac_bound,5,5,None,233,0,231,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.79525287171059,44.17056644013971]}"
00110000000000003fdf,"Fountain, Andrew G.",358011,2006-01-01T00:00:00,0.01,Portland State University,0.012566,Conterminous USA,G238232E44188N,OR,exists,10,10,0.0,glac_bound,5,5,None,215,0,210,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76829684500619,44.188438407181636]}"
00110000000000003ffc,"Fountain, Andrew G.",358050,2006-01-01T00:00:00,0.01,Portland State University,0.017803,Conterminous USA,G238242E44156N,OR,exists,10,10,0.0,glac_bound,5,5,None,235,0,224,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.75852215505451,44.155539774010315]}"
00110000000000004001,"Fountain, Andrew G.",357954,2006-01-01T00:00:00,0.01,Portland State University,0.018059,Conterminous USA,G238214E44131N,OR,exists,10,10,0.0,glac_bound,5,5,None,234,0,233,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78616892423743,44.1308205802757]}"
00110000000000004008,"Fountain, Andrew G.",358245,2006-01-01T00:00:00,0.01,Portland State University,0.018037,Conterminous USA,G238323E44071N,OR,exists,10,10,0.0,glac_bound,5,5,None,228,0,226,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.67703148577951,44.070679729846454]}"
00110000000000004047,"Fountain, Andrew G.",357967,2006-01-01T00:00:00,0.01,Portland State University,0.01887,Conterminous USA,G238219E44143N,OR,exists,10,10,0.0,glac_bound,5,5,None,275,0,262,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78093887068219,44.14282477373727]}"
001100000000000040ad,"Fountain, Andrew G.",357910,2006-01-01T00:00:00,0.01,Portland State University,0.018976,Conterminous USA,G238202E44159N,OR,exists,10,10,0.0,glac_bound,5,5,None,246,0,240,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.79860085176362,44.158838234029425]}"
001100000000000040b2,"Fountain, Andrew G.",358084,2006-01-01T00:00:00,0.01,Portland State University,0.009775,Conterminous USA,G238253E44099N,OR,exists,10,10,0.0,glac_bound,5,5,None,242,0,232,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.74765178365108,44.09873984529309]}"
001100000000000040ed,"Fountain, Andrew G.",357974,2006-01-01T00:00:00,0.01,Portland State University,0.012751,Conterminous USA,G238221E44093N,OR,exists,10,10,0.0,glac_bound,5,5,None,266,0,261,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77934456661725,44.09331627854363]}"
00110000000000004114,"Fountain, Andrew G.",358021,2006-01-01T00:00:00,0.01,Portland State University,0.01119,Conterminous USA,G238235E44084N,OR,exists,10,10,0.0,glac_bound,5,5,None,245,0,243,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.7645673399148,44.084262008659785]}"
